Area/Promedio,dp(a)
0.68356,0.88502
0.781135,0.893916
0.532321,0.765373
1.18684,0.618749
1.48374,0.36867
0.94234,0.823568
0.655412,0.873101
1.13453,0.666277
1.04292,0.746631
1.10029,0.696964
1.00206,0.779853
1.15715,0.645772
0.677687,0.882903
0.835491,0.880071
1.12824,0.671954
1.01376,0.77057
1.62298,0.276454
0.519729,0.749131
2.07828,0.0939416
0.643534,0.866702
0.857968,0.871082
1.33868,0.483722
2.07228,0.0953919
1.51799,0.344252
1.5438,0.326593
1.14283,0.658774
1.38684,0.443591
2.17665,0.0728151
1.88016,0.153638
0.964211,0.808349
1.52044,0.342546
0.976271,0.799546
1.47375,0.376008
0.714713,0.8931
1.23548,0.57458
0.868405,0.866327
1.52769,0.337539
0.959754,0.811531
1.2114,0.596395
0.614796,0.847758
0.636012,0.862221
1.25478,0.557206
0.641447,0.865493
2.56368,0.0252994
0.445229,0.63445
1.46485,0.382615
1.11623,0.682746
0.797575,0.890992
0.830513,0.881818
0.848183,0.875211
0.967296,0.806124
1.18333,0.621948
1.22876,0.58065
1.61917,0.278728
1.16305,0.640408
2.92083,0.00896618
2.52765,0.0280067
1.15585,0.646959
0.60297,0.838513
1.82294,0.176048
0.826024,0.883316
1.5153,0.34613
0.642567,0.866146
0.561009,0.798778
0.535337,0.769121
0.764358,0.895681
0.637906,0.863381
0.82103,0.884893
1.44354,0.398742
0.987101,0.791413
1.01383,0.770516
0.637841,0.863342
0.516115,0.744294
0.57793,0.816107
1.56247,0.31422
1.35866,0.466861
1.48559,0.367329
1.14689,0.655091
0.785777,0.893207
0.934083,0.829042
0.944275,0.822262
0.998295,0.782797
1.57662,0.305074
0.460249,0.659984
0.224267,0.196243
1.18421,0.621142
0.525685,0.756932
0.798913,0.890704
0.292837,0.33209
0.774449,0.89477
0.547125,0.78324
0.428947,0.605539
0.850042,0.874451
0.695502,0.888737
0.586176,0.823912
0.997671,0.783283
1.25891,0.553503
1.38483,0.445227
0.932314,0.830195
1.09482,0.701807
0.75758,0.896031
2.51794,0.0287815
0.165237,0.0993957
0.874583,0.863347
1.55079,0.321921
1.71915,0.223647
0.984927,0.793063
0.242883,0.231391
0.588288,0.825843
0.157562,0.0888648
0.757126,0.896047
0.51291,0.739939
0.670106,0.879885
1.85001,0.165126
1.81785,0.178168
1.26409,0.548875
0.870374,0.86539
0.400002,0.551317
1.16174,0.641605
1.03945,0.749528
1.29831,0.518597
1.82726,0.174265
0.146297,0.0744128
0.175399,0.114148
0.279125,0.303805
0.894634,0.852877
1.34012,0.482494
1.63592,0.268837
1.89973,0.146553
0.583579,0.821499
0.767568,0.895441
1.70763,0.229515
0.591869,0.829056
1.5004,0.356652
1.14178,0.659722
1.16429,0.63928
0.696065,0.888893
0.473393,0.681375
0.897375,0.851355
0.894296,0.853063
0.592152,0.829306
1.11972,0.679616
1.60551,0.28699
0.638823,0.863935
1.45571,0.389478
0.184179,0.127602
1.3536,0.471106
0.532352,0.765412
1.23021,0.579335
0.874016,0.863625
1.76072,0.203458
1.82348,0.175828
1.46775,0.380452
0.606958,0.841726
1.12452,0.675301
0.767983,0.895407
2.14796,0.0784834
0.543924,0.77949
0.673893,0.881433
0.793903,0.891744
0.685589,0.885707
0.501348,0.723729
0.374,0.500033
0.916269,0.840302
1.17002,0.634063
0.972342,0.802444
0.949992,0.818358
0.427853,0.603554
0.437152,0.620262
0.796944,0.891125
0.621842,0.852862
0.709797,0.89217
1.10756,0.6905
0.302106,0.351361
1.48457,0.368066
1.4256,0.41263
0.297791,0.34238
1.20671,0.600657
1.35244,0.472076
2.66321,0.0190476
2.2585,0.0586319
0.519291,0.748549
0.544551,0.780229
0.660913,0.875786
1.31653,0.502727
0.331838,0.413433
0.835003,0.880246
2.54987,0.0263063
1.31114,0.5074
1.09904,0.698071
0.984397,0.793463
1.19244,0.613643
0.520858,0.750626
0.820337,0.885104
0.72405,0.894521
1.47375,0.376003
0.796156,0.891289
0.923237,0.83599
1.73191,0.217282
2.53896,0.027129
0.854336,0.872652
1.09451,0.702084
1.66113,0.254459
1.65097,0.26018
1.46554,0.382101
1.49478,0.360677
1.13468,0.666141
0.992881,0.78699
0.399343,0.550043
1.26293,0.549912
0.63298,0.86032
0.20871,0.168327
0.336228,0.422574
1.09614,0.700646
1.26823,0.545184
1.0163,0.768533
0.930537,0.831345
0.940706,0.824664
1.10488,0.69288
0.652759,0.871743
0.394327,0.540309
1.45551,0.389634
0.387244,0.526419
1.16173,0.641612
0.755379,0.896098
0.333609,0.417123
1.2489,0.562484
1.30406,0.513569
1.23858,0.571781
0.991156,0.788316
0.804912,0.889321
0.43925,0.623977
1.35886,0.466693
1.11656,0.682453
1.32261,0.497483
1.22315,0.585732
0.431771,0.610641
0.581409,0.819451
0.99405,0.786089
1.27147,0.542301
0.47103,0.677597
0.620258,0.851741
0.570767,0.808987
0.920743,0.837548
0.671516,0.880471
1.7894,0.190417
1.31885,0.500721
0.943127,0.823038
0.915681,0.84066
1.47892,0.372198
0.281143,0.307945
1.35912,0.466477
0.741283,0.895984
0.355066,0.461533
1.77738,0.195794
1.73265,0.216922
0.85251,0.873425
0.833226,0.880877
0.753535,0.896137
0.847981,0.875292
0.43381,0.614303
0.158845,0.0905875
0.918691,0.838817
0.480512,0.692575
1.16065,0.642592
1.37017,0.457278
0.965734,0.807252
0.736965,0.895757
1.31238,0.506322
1.30528,0.512505
1.73694,0.214815
1.39948,0.433357
1.49603,0.359782
1.49962,0.357213
0.587254,0.824902
0.443812,0.631983
0.880524,0.860371
2.14731,0.0786157
0.790564,0.892379
0.83279,0.88103
1.82774,0.174069
0.789396,0.89259
0.776278,0.894556
0.366961,0.485816
0.813336,0.887134
0.323637,0.396321
0.929377,0.832092
0.778665,0.894254
0.561324,0.799116
0.875454,0.862918
0.757486,0.896034
0.553017,0.789979
0.545811,0.781708
0.51073,0.736943
2.88115,0.0100859
0.576359,0.814572
1.43428,0.405875
0.522932,0.753352
0.378433,0.508922
1.80196,0.184926
0.385373,0.522722
0.276654,0.298745
1.56723,0.311123
0.658118,0.874444
1.20257,0.604427
0.585086,0.822904
1.9821,0.119731
1.38638,0.443963
0.75157,0.896161
0.830924,0.881678
1.47061,0.378333
1.274,0.540052
1.21449,0.59359
0.799968,0.890471
0.597195,0.833687
0.993923,0.786187
0.944083,0.822393
0.535055,0.768774
1.35861,0.466904
0.940488,0.824809
0.700865,0.890153
1.55066,0.322005
0.404463,0.559888
1.32998,0.491146
0.69478,0.888534
0.874214,0.863529
1.39693,0.435405
0.436938,0.619882
1.08104,0.713934
1.50322,0.354649
0.90004,0.849855
0.475793,0.685181
2.48774,0.0313222
0.534233,0.767756
0.660243,0.875469
1.63174,0.27128
0.865956,0.867474
1.11139,0.687077
0.738289,0.895836
0.677764,0.882932
2.28268,0.0549549
0.383505,0.519022
1.17938,0.625542
0.408061,0.566747
0.527338,0.759059
0.549253,0.785698
0.757565,0.896031
0.491972,0.710014
0.715064,0.893162
2.11891,0.0846259
1.08419,0.711173
0.923323,0.835936
0.454442,0.650245
0.652811,0.871771
1.05721,0.734534
0.674902,0.881832
0.587289,0.824933
0.114295,0.0403288
1.46856,0.379851
2.39197,0.0408391
1.33505,0.486817
0.403045,0.557171
1.10671,0.691258
0.131551,0.0573907
0.995307,0.785117
0.937601,0.826729
0.623077,0.853726
0.923636,0.83574
1.56174,0.314702
1.30348,0.514074
1.76658,0.200737
0.94201,0.823789
1.30123,0.516038
0.744878,0.896104
0.713335,0.892852
0.149822,0.0788039
0.387668,0.527255
1.28243,0.532572
2.48061,0.0319522
1.81301,0.180206
0.489071,0.70567
1.22198,0.586796
1.18796,0.617727
0.734727,0.895602
0.912293,0.842707
2.36844,0.043559
0.486563,0.701875
0.637648,0.863224
0.456247,0.653291
0.23599,0.218179
0.37488,0.501801
1.33859,0.483799
1.34423,0.479011
0.660778,0.875722
0.495701,0.715529
0.344164,0.439048
0.343218,0.437087
2.33289,0.0479873
2.05878,0.09873
0.713869,0.892949
1.45172,0.392502
1.50938,0.350289
0.826708,0.883093
0.394827,0.541284
0.825897,0.883357
0.557096,0.794518
0.803871,0.889572
0.938847,0.825903
1.07747,0.717042
0.775546,0.894644
1.12376,0.675984
0.987568,0.791058
0.71262,0.892719
0.86429,0.868244
0.796386,0.891242
0.539212,0.773856
1.69982,0.233564
0.468168,0.672981
1.25761,0.55467
0.30087,0.348788
0.854691,0.872501
0.964846,0.807892
1.12516,0.67473
0.79317,0.891888
0.544148,0.779755
1.60311,0.288465
1.25231,0.559422
1.27382,0.54021
1.58176,0.301794
0.37933,0.510712
1.04074,0.748456
1.16922,0.634798
0.914002,0.841678
0.98143,0.795698
1.31636,0.502875
2.32857,0.0485526
0.463316,0.665055
0.201611,0.156098
0.803795,0.88959
0.72538,0.894687
1.17316,0.631207
0.782667,0.893692
1.07391,0.720144
1.36537,0.46126
0.657239,0.874012
0.303482,0.35423
0.78687,0.893027
1.10605,0.691843
0.347532,0.446014
0.654104,0.872437
1.1984,0.608222
1.45518,0.389883
1.15663,0.64625
0.506502,0.731052
0.154547,0.0848775
1.56761,0.310873
0.419051,0.587386
0.224293,0.196291
0.949673,0.818578
0.299956,0.346884
0.325966,0.401185
0.489348,0.706085
0.426731,0.601511
1.19699,0.609499
1.41849,0.418216
0.643288,0.866561
0.574874,0.813108
1.3776,0.45115
0.719975,0.893956
0.924015,0.835502
1.06381,0.728873
1.09533,0.701356
0.880218,0.860527
0.413251,0.576554
2.26329,0.057885
0.655515,0.873153
0.578086,0.816259
0.648277,0.869357
1.33418,0.487558
0.540154,0.774993
1.46587,0.381855
0.570024,0.80823
0.710258,0.892262
0.914835,0.841174
0.76903,0.895317
0.859728,0.870305
0.505136,0.729126
0.76782,0.89542
0.825524,0.883478
0.537873,0.772231
0.933867,0.829183
0.655397,0.873094
1.46497,0.38253
0.454114,0.64969
0.39313,0.537973
0.533746,0.76715
1.63216,0.271034
0.464867,0.667602
0.458817,0.657599
1.25445,0.557505
1.0664,0.726649
0.667691,0.878855
0.982682,0.794757
0.303064,0.353359
0.245528,0.236518
0.506414,0.730928
0.892206,0.854208
0.554084,0.791176
0.564298,0.802284
0.527354,0.75908
